4,0,0,2,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,2,0
0,27,0,29,3,0,0,25,0,0,39,0,15,4,0,0,19,5,0,34,0
0,2,0,4,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,2,0
0,271,0,0,174,0,0,202,0,0,74,0,0,415,0,0,89,11,0,2,53
20,0,0,5,0,0,4,0,0,19,0,0,25,0,0,28,0,0,17,0,0
3,25,0,0,13,0,0,30,0,0,25,0,0,38,0,0,22,0,0,35,0
0,31,8,0,67,0,0,3,37,0,59,0,0,36,0,0,2,64,0,43,5
100,6,0,296,0,0,0,210,0,0,52,0,233,0,0,0,268,0,0,205,0
57,0,0,121,0,0,58,17,0,111,1,0,121,0,0,5,34,0,137,10,0
0,69,0,0,53,0,0,30,33,0,112,0,0,52,0,0,13,67,0,40,0
0,8,0,4,6,0,0,42,0,0,10,0,0,22,0,0,20,1,0,38,2
0,99,94,0,266,12,0,15,174,0,204,21,0,62,75,0,0,328,0,38,42
0,128,0,3,79,0,0,68,18,0,95,4,2,63,0,0,12,84,0,96,5
6,76,0,5,46,0,0,76,3,0,41,5,0,64,0,0,40,11,0,95,2
13,183,0,93,67,0,0,134,40,3,201,0,53,148,0,0,162,27,0,147,21
0,33,0,32,0,0,0,19,0,0,44,0,0,0,0,0,9,13,0,69,0
14,132,0,66,23,0,0,54,38,3,122,1,19,55,0,0,122,7,2,76,4
0,65,20,18,105,0,0,74,22,0,60,25,0,85,0,0,12,55,0,83,0
14,3,0,97,0,0,0,35,0,0,45,0,69,0,0,0,39,2,0,67,0
0,245,0,0,144,0,0,201,0,0,97,0,0,116,0,0,104,9,0,72,42
0,31,8,9,27,2,0,8,21,0,52,2,0,40,3,0,8,33,0,24,1
